entry;description;PoS;PoS detail;alternatives
soviyeti;;PROPN_LOC;;"sovietique;soviet;soviets"
soweto;;PROPN_LOC;;
spd;;PROPN_ORG;;
spears;;PROPN_NAM;;
special;;F;;
spector;;PROPN_NAM;;
spence;;PROPN_NAM;;
spes;;F;;
spice;;PROPN_NAM;;
spider;;F;;
spiegel;;PROPN_ORG;;
spinosa;;PROPN_SCI;;
spitting;;F;;
sport;;F;;
sporting;;F;;
sports;;F;;
sps;;PROPN_SCI;;
spurs;;PROPN_ORG;;
sputnik;;PROPN_ORG;;
square;;F;;
srovaki;;PROPN_LOC;;"slovakia;sorovaki;slowaki;sorowakiya"
sroveniya;;PROPN_LOC;;"slovenia;soroveni;soroweniya;soroweni"
st;;PROPN_ORG;;
stade;;F;;
stadium;;F;;
stage;;F;;
stalin;;PROPN_NAM;;
staline;;PROPN_NAM;;
stamford;;PROPN_NAM;;
standard;;F;;
stanek;;PROPN_NAM;;
stanislas;;F;;
stanley;;PROPN_NAM;;
star;;F;;
stars;;F;;
state;;F;;
states;;F;;
station;;F;;
statistique;;F;;
statue;;F;;
statut;;F;;
steenkamp;;PROPN_NAM;;
stefano;;PROPN_NAM;;
stella;;PROPN_NAM;;
stellenbosch;;PROPN_NAM;;
stephanie;;PROPN_NAM;;
stephen;;PROPN_NAM;;
sterilet;;F;;
sterling;;PROPN_NAM;;
steudneri;;PROPN_SCI;;
steve;;PROPN_NAM;;
steven;;PROPN_NAM;;
stevia;;PROPN_SCI;;
stevie;;PROPN_NAM;;
stinger;;PROPN_ORG;;
stinnett;;PROPN_NAM;;
stockholm;;PROPN_LOC;;
stoke;;PROPN_ORG;;
stoltenberg;;PROPN_NAM;;
stones;;PROPN_NAM;;
stopes;;PROPN_NAM;;
story;;F;;
strait;;PROPN_LOC;;
strasbourg;;PROPN_LOC;;
strategic;;F;;
strauss;;PROPN_NAM;;
stream;;F;;
street;;F;;
stress;;F;;
strickland;;PROPN_NAM;;
strychnos;;PROPN_SCI;;
studies;;F;;
studio;;F;;
study;;F;;
stuttgart;;PROPN_LOC;;
stuxnet;;PROPN_ORG;;
subscription;;F;;
substances;;F;;
sucre;;F;;
sud;;F;;
sudani;;PROPN_LOC;;sudan
sudi;;PROPN_NAM;;
suella;;PROPN_NAM;;
suffit;;F;;
sugar;;F;;
suis;;F;;
suite;;F;;
suivie;;F;;
sujet;;F;;
sujets;;F;;
sukharev;;PROPN_NAM;;
sullivan;;PROPN_NAM;;
suluhu;;PROPN_NAM;;
sumaïli;;PROPN_NAM;;
summer;;F;;
sumunyi;;PROPN_NAM;;
sun;;PROPN_ORG;;
sunak;;PROPN_NAM;;
sunday;;F;;
sunfootball;;F;;
sunni;;PROPN_REL;;
super;;F;;
superieur;;F;;
superieure;;F;;
supermarkets;;F;;
supreme;;F;;
sur;;F;;
suriname;;PROPN_LOC;;
surovikin;;PROPN_NAM;;
surtout;;F;;
surveil;;F;;
surveillant;;F;;
susan;;PROPN_NAM;;
sutherland;;PROPN_NAM;;
sutton;;PROPN_NAM;;
suza;;PROPN_NAM;;
suzana;;PROPN_NAM;;
svatove;;PROPN_LOC;;
sven;;PROPN_NAM;;
svr;;PROPN_ORG;;
swansea;;PROPN_ORG;;
swaziland;;F;;
swazirande;;PROPN_LOC;;"swaziland;swazi"
swift;;PROPN_NAM;;
switzerland;;F;;
sydney;;PROPN_LOC;;
sygepebu;;PROPN_ORG;;
sylvain;;PROPN_NAM;;
sylvana;;PROPN_NAM;;
sylvane;;PROPN_NAM;;
sylvere;;PROPN_NAM;;
sylvestre;;PROPN_NAM;;
sylvie;;PROPN_NAM;;
symbole;;F;;
synadium;;PROPN_SCI;;
syndicat;;F;;
syndicats;;F;;
syndrome;;F;;
synyehubov;;PROPN_NAM;;
syrup;;F;;
system;;F;;
systeme;;F;;
syvestre;;PROPN_NAM;;
table;;F;;
tableau;;F;;
tabora;;PROPN_LOC;;
tabori;;PROPN_NAM;;
tabou;;F;;
tabu;;F;;
tactical;;F;;
taipei;;PROPN_LOC;;
tajikistani;;PROPN_LOC;;"tajikistan;tajistani"
talai;;PROPN_PER;;
talent;;F;;
talibani;;PROPN_ORG;;taliban
talk;;F;;
talksport;;PROPN_ORG;;
tambours;;F;;
tammy;;PROPN_NAM;;
tanganyika;;PROPN_LOC;;tanganika
tanguy;;PROPN_NAM;;
tant;;F;;
tanzaniya;;PROPN_LOC;;tanzania
tape;;F;;
tarkowski;;PROPN_NAM;;
task;;F;;
tass;;PROPN_ORG;;
tau;;PROPN_NAM;;
taxe;;F;;
taxi;;F;;
tayirande;;PROPN_LOC;;"thailand;thailande;tayilandi;tayirandi"
tayiwane;;PROPN_LOC;;"taiwan;tayiwani"
taylor;;PROPN_NAM;;
tayyip;;PROPN_NAM;;
tchad;;PROPN_LOC;;tchade
tchouameni;;PROPN_NAM;;
tea;;F;;
teaching;;F;;
team;;F;;
teamtalk;;F;;
technique;;F;;
techniques;;F;;
technology;;F;;
ted;;PROPN_NAM;;
tedros;;PROPN_NAM;;
tehran;;PROPN_LOC;;
teksler;;PROPN_NAM;;
tel;;PROPN_ORG;;
telefoot;;PROPN_ORG;;
telegraaf;;PROPN_ORG;;
telegram;;PROPN_ORG;;
telegraph;;PROPN_ORG;;
telephone;;F;;
television;;F;;
téline;;PROPN_NAM;;
telle;;F;;
temoin;;F;;
temoins;;F;;
tempete;;F;;
tempon;;F;;
temps;;F;;
tennis;;F;;
tenu;;F;;
teodoro;;PROPN_NAM;;
terence;;PROPN_NAM;;
térence;;PROPN_NAM;;
tereza;;PROPN_NAM;;
term;;F;;
terme;;F;;
termes;;F;;
terminalia;;PROPN_SCI;;
terrain;;F;;
terre;;F;;
terres;;F;;
territoire;;F;;
territorial;;F;;
tervuren;;PROPN_NAM;;
tes;;F;;
tesalonika;;PROPN_LOC;;"tesaloniki;tesaroniki"
test;;F;;
testosterone;;PROPN_SCI;;
tetanos;;PROPN_SCI;;
texas;;PROPN_LOC;;
texte;;F;;
textes;;F;;
thadee;;PROPN_NAM;;
thadée;;PROPN_NAM;;
thales;;PROPN_ORG;;
tharcisse;;PROPN_NAM;;
the;;F;;
theatre;;F;;
thematique;;F;;
theme;;F;;
theo;;PROPN_NAM;;
theologien;;F;;
theophile;;PROPN_NAM;;
theorie;;F;;
therence;;PROPN_NAM;;
theresa;;PROPN_NAM;;
therese;;PROPN_NAM;;
these;;F;;
thierry;;PROPN_NAM;;
thomas;;PROPN_NAM;;
thompson;;PROPN_NAM;;
thumbergia;;PROPN_SCI;;
tiananmen;;PROPN_LOC;;
tibetan;;PROPN_LOC;;
tielemans;;PROPN_NAM;;
tiemoue;;PROPN_NAM;;
tiens;;F;;
tierney;;PROPN_NAM;;
tigers;;PROPN_ORG;;
tigray;;PROPN_LOC;;
tigrinya;;PROPN_LOC;;
tiktok;;PROPN_ORG;;"tik;tok"
tim;;PROPN_NAM;;
time;;F;;
times;;PROPN_ORG;;
timo;;PROPN_NAM;;
timote;;PROPN_NAM;;
timothee;;PROPN_NAM;;
timothy;;PROPN_NAM;;
tina;;PROPN_NAM;;
tinkov;;PROPN_NAM;;
titre;;F;;
tm;;PROPN_REL;;
tobacco;;F;;
toby;;PROPN_NAM;;
today;;PROPN_ORG;;
todd;;PROPN_NAM;;
todofichajes;;F;;
togo;;PROPN_LOC;;
toilette;;F;;
tokyo;;PROPN_LOC;;
tom;;PROPN_NAM;;
toma;;PROPN_NAM;;
tommy;;PROPN_NAM;;
ton;;F;;
tony;;PROPN_NAM;;
top;;F;;
torino;;PROPN_LOC;;turin
toronto;;PROPN_LOC;;
torreira;;PROPN_NAM;;
torres;;PROPN_NAM;;
torture;;F;;
tory;;PROPN_ORG;;
tottenham;;PROPN_LOC;;
touadéra;;PROPN_NAM;;
toujours;;F;;
tour;;F;;
tous;;F;;
toussaint;;F;;
tout;;F;;
toute;;F;;
toutefois;;F;;
toutes;;F;;
town;;F;;
townsend;;PROPN_LOC;;
toyota;;PROPN_ORG;;
tplf;;PROPN_ORG;;
trade;;F;;
traditionnelle;;F;;
traditions;;F;;
trafford;;PROPN_ORG;;
traite;;F;;
traité;;F;;
trans;;F;;
transition;;F;;
transnistria;;PROPN_LOC;;
transparence;;F;;
transparency;;F;;
transplants;;F;;
transport;;F;;
traore;;PROPN_NAM;;
traoré;;PROPN_NAM;;
travail;;F;;
travaux;;F;;
travers;;F;;
trayvon;;PROPN_NAM;;
tre;;PROPN_SCI;;
treaty;;F;;
treetops;;PROPN_ORG;;
treize;;F;;
treloar;;PROPN_LOC;;
trent;;PROPN_NAM;;
trente;;F;;
tresor;;F;;
tribunal;;F;;
trinidad;;PROPN_LOC;;"trinidad;tobago"
triplement;;F;;
tripoli;;PROPN_LOC;;
trippier;;PROPN_NAM;;
trois;;F;;
troisieme;;F;;
tronvoll;;PROPN_NAM;;
tropical;;PROPN_LOC;;
trouve;;F;;
trudeau;;PROPN_NAM;;
truman;;PROPN_NAM;;
trump;;PROPN_NAM;;
truss;;PROPN_NAM;;
trust;;PROPN_ORG;;
tsar;;PROPN_ORG;;
tshala;;PROPN_NAM;;
tshisekedi;;PROPN_NAM;;
tsunami;;PROPN_SCI;;
tuchel;;PROPN_NAM;;
tugendhat;;PROPN_NAM;;
tulsa;;PROPN_LOC;;
tuniziya;;PROPN_LOC;;"tunisia;tinisiya"
turukiya;;PROPN_LOC;;"turkia;turkiya;turquie;tirkiya;turuki;tirkia"
tuttomercato;;PROPN_ORG;;tuttomercatoweb
tuttosport;;PROPN_ORG;;
tutu;;PROPN_NAM;;
tv;;PROPN_ORG;;
tweet;;F;;
tweets;;F;;
twitter;;PROPN_ORG;;
type;;F;;
typha;;PROPN_SCI;;
tyson;;PROPN_NAM;;
ua;;PROPN_ORG;;
uber;;PROPN_ORG;;
ububirigi;;PROPN_LOC;;"biligi;belgique;birigi"
ubudagi;;PROPN_LOC;;"dage;german;germany;dagi"
ubufaransa;;PROPN_LOC;;"fransa;francais;francaise;frances;france;faransa"
ubuganda;;PROPN_LOC;;"ouganda;luganda;ganda"
ubugiriki;;PROPN_LOC;;"greki;greek;grec;greque;gereki;igiriki;giriki"
ubuhindi;;PROPN_LOC;;"hinde;hindu;india;endu;indu;hindi"
ubuholandi;;PROPN_LOC;;"holande;hollande;payiba;dutch;holandi;holland"
uburayi;;PROPN_LOC;;"bulaya;bulayi;buraya;europe; europa;europeenne;burayi; ubulaya;ubulayi; uburaya;uburayi"
uburengerazuba;;PROPN_LOC;;
uburundi;;PROPN_LOC;;"burundaise;burundais;rundi"
uburusiya;;PROPN_LOC;;"russia;russian;russe;rusiya;russie"
ubushinwa;;PROPN_LOC;;"china;chine;chinese;shinwa"
ubusiriya;;PROPN_LOC;;"syria;syrian;siriya;ziriya"
ubusuwedi;;PROPN_LOC;;"suede;suède;swede;suwedi;suwede"
ubusuwisi;;PROPN_LOC;;"suwise;swise;swisi;suisse;swisse;suwisi"
ubutariyano;;PROPN_LOC;;"taliano; tariyano; italiyano; taliyano; italian; italia; taliyani; itali; italiki; tariano"
ubuyapani;;PROPN_LOC;;"japan;yapani"
ubwongereza;;PROPN_LOC;;"england;english;ongereza"
ue;;PROPN_ORG;;
uefa;;PROPN_ORG;;
uemoa;;PROPN_ORG;;
ugandae;;PROPN_SCI;;
uk;;PROPN_ORG;;
ukrainka;;PROPN_LOC;;
ulyanovsk;;PROPN_LOC;;
umubambangwe;;PROPN_VEG;;
umubanga;;PROPN_VEG;;
umubanguti;;PROPN_VEG;;
umubantu;;PROPN_PER;;bantu
umubaribari;;PROPN_VEG;;
umubebe;;PROPN_VEG;;
umubimbafuro;;PROPN_VEG;;
umubo;;PROPN_PER;;
umubozanda;;PROPN_VEG;;
umucikiri;;PROPN_VEG;;
umudwedwe;;PROPN_VEG;;
umufumba;;PROPN_VEG;;
umufute;;PROPN_VEG;;
umugomera;;PROPN_VEG;;
umugoti;;PROPN_VEG;;
umuguguna;;PROPN_VEG;;
umugwampore;;PROPN_VEG;;
umuhasha;;PROPN_VEG;;
umuhenya;;PROPN_VEG;;
umuhombo;;PROPN_VEG;;
umuhongoro;;PROPN_VEG;;
umuhoro;;PROPN_PER;;horo
umuhouthi;;PROPN_PER;;houthi
umuhunahuna;;PROPN_VEG;;
umuhutu;;PROPN_PER;;hutu
umujiji;;PROPN_NAM;;
umujunju;;PROPN_NAM;;
umukarakara;;PROPN_VEG;;
umukome;;PROPN_VEG;;
umukondokondo;;PROPN_VEG;;
umukoni;;PROPN_VEG;;
umukonjo;;PROPN_VEG;;
umukorankombe;;PROPN_VEG;;
umukoyoyo;;PROPN_VEG;;
umukubagwa;;PROPN_VEG;;
umukubashengero;;PROPN_VEG;;
umukundanya;;PROPN_VEG;;
umukurde;;PROPN_PER;;kurde
umunazi;;PROPN_VEG;;
umunceke;;PROPN_VEG;;
umunemberi;;PROPN_VEG;;
umunukanyi;;PROPN_VEG;;
umunyagasozi;;PROPN_VEG;;
umunyago;;PROPN_VEG;;
umunyangoga;;PROPN_VEG;;
umunyegenyege;;PROPN_VEG;;
umunyinya;;PROPN_VEG;;
umunyonza;;PROPN_VEG;;
umupfunyantoki;;PROPN_VEG;;
umurama;;PROPN_VEG;;
umurangira;;PROPN_VEG;;
umurembe;;PROPN_VEG;;
umuremera;;PROPN_VEG;;
umurendarenda;;PROPN_VEG;;
umurinzi;;PROPN_VEG;;
umurishi;;PROPN_PER;;rishi
umururasase;;PROPN_VEG;;
umusabe;;PROPN_VEG;;
umusagamba;;PROPN_VEG;;
umusambo;;PROPN_NAM;;
umusapfu;;PROPN_NAM;;
umusave;;PROPN_VEG;;
umuseno;;PROPN_VEG;;
umushayishayi;;PROPN_VEG;;
umushibura;;PROPN_VEG;;
umushubi;;PROPN_NAM;;
umusigi;;PROPN_NAM;;
umusivya;;PROPN_VEG;;
umusorora;;PROPN_VEG;;
umutanga;;PROPN_VEG;;
umuterama;;PROPN_VEG;;
umutimbura;;PROPN_VEG;;
umutomera;;PROPN_VEG;;
umutonganikwa;;PROPN_VEG;;
umutongotongo;;PROPN_VEG;;
umuturirwa;;PROPN_VEG;;
umuturuka;;PROPN_VEG;;
umuturumbuka;;PROPN_VEG;;
umututsi;;PROPN_PER;;tutsi
umuvugangoma;;PROPN_VEG;;
umuvuma;;PROPN_VEG;;
umuvumu;;PROPN_NAM;;
umuvumu;;PROPN_VEG;;
umuyengero;;PROPN_NAM;;
umuyokayoka;;PROPN_VEG;;
umuyungubira;;PROPN_VEG;;
umuzigangori;;PROPN_VEG;;
umuziranyenzi;;PROPN_VEG;;
umuzungu;;PROPN_PER;;zungu
umwamira;;PROPN_VEG;;
umwanzuranya;;PROPN_VEG;;
umwicarugo;;PROPN_VEG;;
umwishwa;;PROPN_VEG;;
umwitango/umugombe;;PROPN_VEG;;
umwokora;;PROPN_VEG;;
umworomo;;PROPN_PER;;oromo
un;;PROPN_ORG;;
unai;;PROPN_NAM;;
unaids;;PROPN_ORG;;
une;;F;;
unesco ;;PROPN_ORG;;
unhcr;;PROPN_ORG;;
uni;;PROPN_ORG;;
unicef ;;PROPN_ORG;;
unies;;F;;
unifesp;;PROPN_ORG;;
uniforme;;F;;
union;;F;;
unis;;F;;
unita;;PROPN_ORG;;
unite;;F;;
united;;F;;
unites;;F;;
unity;;PROPN_ORG;;
universelle;;F;;
universitaires;;F;;
universite;;F;;
university;;F;;
uol;;PROPN_ORG;;
up;;PROPN_ORG;;
upd;;PROPN_ORG;;
updated;;F;;
updf;;PROPN_ORG;;
uprona;;PROPN_ORG;;
uranium;;PROPN_SCI;;
urgence;;F;;
urgwe;;PROPN_LOC;;"uruguay;urugwayi"
url;;PROPN_ORG;;
urss;;PROPN_LOC;;"ussr;cccp"
ursula;;PROPN_NAM;;
urtna ;;PROPN_ORG;;
urucaca;;PROPN_VEG;;
urugaru;;PROPN_VEG;;
urukuka;;PROPN_VEG;;
urwabagiza;;PROPN_VEG;;
urwanda;;PROPN_LOC;;"kinyarwanda;luanda;ruanda;rwanda"
urweza;;PROPN_VEG;;
us;;PROPN_ORG;;
usaid;;PROPN_ORG;;
usan ;;PROPN_ORG;;
uscridc;;PROPN_ORG;;
usein;;PROPN_NAM;;
uss;;PROPN_ORG;;
utah;;PROPN_LOC;;
utd;;PROPN_ORG;;
utrecht;;PROPN_LOC;;
uttar;;PROPN_NAM;;
uwihebeyimana;;PROPN_NAM;;
uyghur;;PROPN_LOC;;uighur
uygyur;;PROPN_PER;;
uyhgur;;PROPN_PER;;
uzbekistani;;PROPN_LOC;;"uzbekistan;uzubekistani"
v;;NUM_ROM;;
vacance;;F;;
vacances;;F;;
vaccinaid;;PROPN_ORG;;
vaccination;;F;;
vaccine;;F;;
vacuum;;F;;
vadim;;PROPN_NAM;;
vadym;;PROPN_NAM;;
vaginata;;PROPN_SCI;;
vais;;F;;
valbuena;;PROPN_NAM;;
valence;;F;;
valencia;;PROPN_LOC;;
valentin;;PROPN_NAM;;
valentina;;PROPN_NAM;;
valentine;;PROPN_NAM;;
valentyn;;PROPN_NAM;;
valeria;;PROPN_NAM;;
valerie;;PROPN_NAM;;
valérie;;PROPN_NAM;;
valerien;;PROPN_NAM;;
valeriy;;PROPN_NAM;;
valery;;PROPN_NAM;;
valéry;;PROPN_NAM;;
valeur;;F;;
valiant;;PROPN_NAM;;
valkenburg;;PROPN_LOC;;
vallee;;F;;
valley;;PROPN_LOC;;
valuable;;F;;
valverde;;PROPN_NAM;;
van;;PROPN_NAM;;
vanadium;;PROPN_SCI;;
vancouver;;PROPN_LOC;;
vanier;;PROPN_NAM;;
vanille;;PROPN_SCI;;
vanuatu;;PROPN_LOC;;
variant;;F;;
variants;;F;;
variety;;F;;
varsovie;;PROPN_LOC;;warsaw
vashem;;PROPN_LOC;;"yad;yadvashem"
vasil;;PROPN_NAM;;
vasily;;PROPN_NAM;;
vassily;;PROPN_NAM;;
vatajankoski;;PROPN_NAM;;
vatikano;;PROPN_LOC;;"vatican;vaticano"
vaughan;;PROPN_NAM;;
vegas;;PROPN_LOC;;
vehicle;;F;;
vektor;;F;;
velo;;F;;
velyka;;PROPN_LOC;;
venant;;PROPN_NAM;;
vendredi;;F;;
venerando;;PROPN_NAM;;
venezia;;PROPN_LOC;;
venezuera;;PROPN_LOC;;venezuela
venous;;F;;
ventures;;F;;
venus;;F;;
verbal;;F;;
verbe;;F;;
verbroedering;;F;;
verde;;F;;
verdun;;PROPN_LOC;;
vérène;;PROPN_NAM;;
verification;;F;;
veritas;;F;;
verite;;F;;
vermeer;;PROPN_NAM;;
vermont;;PROPN_LOC;;
vernon;;PROPN_NAM;;
vernonia;;PROPN_SCI;;
verona;;PROPN_LOC;;
veronika;;PROPN_NAM;;
veronique;;PROPN_NAM;;
versailles;;F;;
vert;;F;;
vertical;;F;;
vertonghen;;PROPN_NAM;;
verts;;F;;
vestergaard;;PROPN_NAM;;
vestine;;PROPN_NAM;;
vests;;F;;
veto;;F;;
veut;;F;;
veux;;F;;
vi;;NUM_ROM;;
via;;F;;
vianney;;PROPN_NAM;;
vicariat;;PROPN_REL;;
vice;;F;;
vichy;;PROPN_NAM;;
vickery;;F;;
vicky;;PROPN_NAM;;
victimes;;F;;
victims;;F;;
victoire;;F;;
victor;;PROPN_NAM;;
victoria;;PROPN_NAM;;
victory;;F;;
vidal;;PROPN_NAM;;
video;;F;;
videos;;F;;
vie;;F;;
vieira;;PROPN_NAM;;
vienne;;PROPN_LOC;;vienna
vient;;F;;
vierge;;F;;
vieux;;F;;
view;;F;;
views;;F;;
vigilant;;F;;
vigile;;F;;
vih;;PROPN_SCI;;
vii;;NUM_ROM;;
viii;;NUM_ROM;;
viktor;;PROPN_NAM;;
viktoria;;PROPN_NAM;;
villa;;F;;
village;;F;;
villalibre;;PROPN_NAM;;
villalobos;;PROPN_ORG;;
villanueva;;PROPN_NAM;;
villareal;;PROPN_LOC;;
villarreal;;PROPN_ORG;;
villas;;F;;
ville;;F;;
vilnius;;PROPN_LOC;;
vincent;;PROPN_NAM;;
vincenzo;;PROPN_NAM;;
vingt;;F;;
vinicius;;PROPN_NAM;;
vinnytsia;;PROPN_ORG;;
vinogradov;;PROPN_NAM;;
viola;;PROPN_NAM;;
violence;;F;;
violet;;PROPN_NAM;;
violette;;PROPN_NAM;;
vipers;;F;;
virgil;;PROPN_NAM;;
virgile;;PROPN_NAM;;
virgin;;PROPN_NAM;;
virginia;;PROPN_LOC;;
virginite;;F;;
virology;;F;;
virtual;;F;;
virtuelles;;F;;
virus;;F;;
visa;;F;;
visenti;;PROPN_NAM;;
vision;;F;;
visites;;F;;
visiteurs;;F;;
visitors;;F;;
vissel;;F;;
vital;;F;;
vitali;;PROPN_NAM;;
vitaliy;;PROPN_NAM;;
vitaly;;PROPN_NAM;;
vitamin;;PROPN_SCI;;vitamine
vitamines;;F;;
vitella;;PROPN_NAM;;
vitesse;;F;;
vitro;;PROPN_SCI;;
viva;;PROPN_NAM;;
vivante;;F;;
viyetinamu;;PROPN_LOC;;"vietnam;vietenam"
vlad;;PROPN_NAM;;
vladimir;;PROPN_NAM;;
vladimiri;;PROPN_NAM;;
vladimirovich;;PROPN_NAM;;
vladivostok;;PROPN_LOC;;vladivostock
vladmir;;PROPN_NAM;;
vlahovic;;PROPN_NAM;;
vlasic;;PROPN_NAM;;
voa;;PROPN_ORG;;
vocal;;F;;
vodafone;;PROPN_ORG;;
vogue;;PROPN_ORG;;
voice;;PROPN_ORG;;
voie;;F;;
voies;;F;;
voila;;F;;
voir;;F;;
voisins;;F;;
voiture;;F;;
voix;;F;;
vol;;F;;
volcano;;F;;
volgograd;;PROPN_LOC;;
volkswagen;;PROPN_ORG;;vw
volkszeitung;;PROPN_ORG;;
volley;;F;;
volleyball;;F;;
volodimyr;;F;;
volodomyr;;PROPN_NAM;;
volodymir;;PROPN_NAM;;
volodymyr;;PROPN_NAM;;
volume;;F;;
volunteer;;F;;
von;;PROPN_NAM;;
vostok;;PROPN_LOC;;
vote;;F;;
vous;;F;;
vpn;;PROPN_ORG;;
vrai;;F;;
vraiment;;F;;
vremya;;PROPN_ORG;;
vriendt;;PROPN_NAM;;
vuitton;;PROPN_ORG;;
waage;;F;;
wabulakombe;;PROPN_NAM;;
waffles;;F;;
wagner;;PROPN_ORG;;
wahlstrom;;PROPN_NAM;;
wailer;;PROPN_NAM;;
wailers;;PROPN_NAM;;
wailing;;PROPN_ORG;;
wajackoyah;;PROPN_NAM;;
wakefield;;PROPN_NAM;;
walcott;;PROPN_NAM;;
walden;;PROPN_NAM;;
waldron;;PROPN_NAM;;
wales;;PROPN_LOC;;
walk;;F;;
walker;;PROPN_NAM;;
walkie;;F;;
walkies;;F;;
walks;;F;;
wallace;;PROPN_NAM;;
walter;;PROPN_NAM;;
wanderers;;PROPN_ORG;;
wang;;PROPN_NAM;;
war;;F;;
ward;;PROPN_NAM;;
warren;;PROPN_NAM;;
warrior;;F;;
wars;;F;;
warts;;F;;
warwick;;PROPN_LOC;;
wasingiton;;PROPN_LOC;;"washington;washinton"
wasser;;F;;
wasserfallen;;F;;
watch;;F;;
waterglade;;PROPN_ORG;;
watford;;PROPN_NAM;;
watkins;;PROPN_NAM;;
watling;;PROPN_NAM;;
watson;;PROPN_NAM;;
watuta;;PROPN_NAM;;
watzke;;PROPN_NAM;;
wayne;;PROPN_NAM;;
weah;;PROPN_NAM;;
weapon;;F;;
weapons;;F;;
weather;;F;;
web;;PROPN_ORG;;
website;;F;;
websites;;F;;
week;;F;;
weekend;;F;;
weeks;;F;;
weinberger;;PROPN_NAM;;
weinstein;;PROPN_NAM;;
welcome;;F;;
wellesley;;PROPN_NAM;;
wellington;;PROPN_NAM;;
wembley;;PROPN_LOC;;
wenchuan;;PROPN_LOC;;
wendilungu;;PROPN_NAM;;
wendy;;PROPN_NAM;;
werder;;PROPN_ORG;;
werner;;PROPN_NAM;;
wesley;;PROPN_NAM;;
west;;PROPN_LOC;;
westerloo;;PROPN_ORG;;
western;;PROPN_LOC;;
westhuizen;;PROPN_NAM;;
westjet;;PROPN_ORG;;
westlands;;PROPN_LOC;;
westminister;;PROPN_LOC;;westminster
weston;;PROPN_NAM;;
westphalia;;PROPN_LOC;;
wetherspoons;;PROPN_NAM;;
wetzel;;PROPN_NAM;;
wfp;;PROPN_ORG;;
what;;F;;
whatsapp;;PROPN_ORG;;
whereismyname;;PROPN_ORG;;
whisky;;PROPN_ORG;;
white;;F;;
whitehead;;PROPN_NAM;;
whitmer;;PROPN_NAM;;
who;;F;;
whoopi;;PROPN_NAM;;
wicker;;PROPN_NAM;;
wickremesinghe;;PROPN_NAM;;
wientzek;;PROPN_NAM;;
wife;;F;;
wikileaks;;PROPN_ORG;;
wilbert;;PROPN_NAM;;
wildlife;;PROPN_ORG;;
wilfred;;PROPN_NAM;;
wilfried;;PROPN_NAM;;
will;;PROPN_NAM;;
willem;;PROPN_NAM;;
william;;PROPN_NAM;;
williams;;PROPN_NAM;;
willock;;PROPN_NAM;;
willy;;PROPN_NAM;;
wilson;;PROPN_NAM;;
win;;F;;
windhoek;;PROPN_LOC;;
windsor;;PROPN_NAM;;
wine;;PROPN_NAM;;
winnie;;PROPN_NAM;;
winston;;PROPN_NAM;;
winter;;F;;
wisconsin;;PROPN_LOC;;
witness;;F;;
witte;;PROPN_NAM;;
witwatersrand;;PROPN_ORG;;
wolf;;PROPN_NAM;;
wolfsburg;;PROPN_LOC;;
wolverhampton;;PROPN_ORG;;
wolves;;F;;
women;;F;;
wood;;F;;
woodward;;F;;
working;;F;;
world;;PROPN_ORG;;
wouter;;PROPN_NAM;;
wray;;PROPN_NAM;;
wright;;PROPN_NAM;;
written;;F;;
wto;;PROPN_ORG;;
wuestenberg;;PROPN_NAM;;
wuhan;;PROPN_LOC;;
wwa;;PROPN_ORG;;
www;;PROPN_ORG;;
x;;NUM_ROM;;
xavi;;PROPN_NAM;;
xavier;;PROPN_NAM;;
xhaka;;PROPN_ORG;;
xherdan;;PROPN_NAM;;
xi;;NUM_ROM;;
xiaomi;;PROPN_ORG;;
xii;;NUM_ROM;;
xiii;;NUM_ROM;;
xinhua;;PROPN_LOC;;
xinjang;;PROPN_LOC;;
xinjiang;;PROPN_LOC;;
xiv;;NUM_ROM;;
xix;;NUM_ROM;;
xu;;PROPN_NAM;;
xueli;;PROPN_NAM;;
xv;;NUM_ROM;;
xvi;;NUM_ROM;;
xvii;;NUM_ROM;;
xviii;;NUM_ROM;;
xx;;NUM_ROM;;
xxi;;NUM_ROM;;
xxii;;NUM_ROM;;
xxiii;;NUM_ROM;;
xxiv;;NUM_ROM;;
xxix;;NUM_ROM;;
xxv;;NUM_ROM;;
xxvi;;NUM_ROM;;
xxvii;;NUM_ROM;;
xxviii;;NUM_ROM;;
xxx;;NUM_ROM;;
xxxv;;NUM_ROM;;
yahaya;;PROPN_NAM;;
yahidne;;PROPN_LOC;;
yahoo;;PROPN_ORG;;
yakobo;;PROPN_NAM;;
yale;;PROPN_LOC;;
yang;;PROPN_NAM;;
yangon;;PROPN_LOC;;
yanukovych;;PROPN_NAM;;
yar;;PROPN_LOC;;
yaremy;;PROPN_NAM;;
yasmin;;PROPN_NAM;;
yatseniuk;;PROPN_NAM;;
year;;F;;
yekaterinburg;;PROPN_LOC;;
yellow;;F;;
yeltsin;;PROPN_NAM;;
yemen;;PROPN_LOC;;yemeni
yeremiya;;PROPN_NAM;;
yerevan;;PROPN_LOC;;
yeriko;;PROPN_LOC;;jericho
yermak;;PROPN_NAM;;
yeruzaremu;;PROPN_LOC;;"yeruzalemu;yerusalemu"
yesaya;;PROPN_NAM;;
yesu;;PROPN_NAM;;
yeterlik;;PROPN_NAM;;
yevgeny;;PROPN_NAM;;
yezu;;PROPN_NAM;;
yezukristu;;PROPN_NAM;;
