id;kirundi0;prefix;stem;stem_perf;perf;plural;type;class2;class2p;kirundi0_a;prefix_a;stem_a;stem_perf_a;noPlural;pluralFull;sourceLanguage
4034;uburiza;ubu;riza;;;;1;14;NULL;;;;;1;;NULL
4035;umurizo;umu;rizo;;;imi;1;3;4;;;;;0;;NULL
4036;kurizwa;ku;rizwa;rijijwe;jijwe;;0;NULL;NULL;;;;;0;;NULL
4037;ururo;uru;ro;;;;1;11;NULL;;;;;1;;NULL
4038;uburo;ubu;ro;;;;1;14;NULL;;;;;1;;NULL
4039;kuroba;ku;roba;rovye;vye;;0;NULL;NULL;;;;;0;;NULL
4040;kurobanura;ku;robanura;robanuye;ye;;0;NULL;NULL;;;;;0;;NULL
4041;irobe;i;robe;;;ama;1;5;6;;;;;0;;NULL
4042;kurobera;ku;robera;robeye;ye;;0;NULL;NULL;;;;;0;;NULL
4043;kurobesha;ku;robesha;robesheje;sheje;;0;NULL;NULL;;;;;0;;NULL
4044;kurobeza;ku;robeza;robeje;je;;0;NULL;NULL;;;;;0;;NULL
4045;kurobwa;ku;robwa;robwe;bwe;;0;NULL;NULL;kurobga;;robga;bge;0;;NULL
4046;kurofokwa;ku;rofokwa;rofokwe;kwe;;0;NULL;NULL;;;;;0;;NULL
4047;kuroga;ku;roga;roze;ze;;0;NULL;NULL;;;;;0;;NULL
4048;kurogana;ku;rogana;roganye;nye;;0;NULL;NULL;;;;;0;;NULL
4049;kurogera;ku;rogera;rogeye;ye;;0;NULL;NULL;;;;;0;;NULL
4050;kurogesha;ku;rogesha;rogesheje;sheje;;0;NULL;NULL;;;;;0;;NULL
4051;kurogora;ku;rogora;rogoye;ye;;0;NULL;NULL;;;;;0;;NULL
4052;ibirogorogo;ibi;rogorogo;;;;1;NULL;8;;;;;0;;NULL
4053;kurogota;ku;rogota;rogose;se;;0;NULL;NULL;;;;;0;;NULL
4054;amarogotano;ama;rogotano;;;;1;NULL;6;;;;;2;;NULL
4055;kurogoza;ku;rogoza;rogoje;je;;0;NULL;NULL;;;;;0;;NULL
4056;kurogwa;ku;rogwa;rozwe;zwe;;0;NULL;NULL;;;;;0;;NULL
4057;akarohe;aka;rohe;;;utu;1;12;13;;;;;0;;NULL
4058;ikirohe;iki;rohe;;;ibi;1;7;8;;;;;0;;NULL
4059;kuroka;ku;roka;rotse;tse;;0;NULL;NULL;;;;;0;;NULL
4060;kurokoka;ku;rokoka;rokotse;tse;;0;NULL;NULL;;;;;0;;NULL
4061;kurokora;ku;rokora;rokoye;ye;;0;NULL;NULL;;;;;0;;NULL
4062;kurokorana;ku;rokorana;rokoranye;nye;;0;NULL;NULL;;;;;0;;NULL
4063;umurokore;umu;rokore;;;aba;1;1;2;;;;;0;;NULL
4064;kurokorwa;ku;rokorwa;rokowe;we;;0;NULL;NULL;;;;;0;;NULL
4065;kurokoza;ku;rokoza;rokoje;je;;0;NULL;NULL;;;;;0;;NULL
4066;umurokozi;umu;rokozi;;;aba;1;1;2;;;;;0;;NULL
4067;akaronda;aka;ronda;;;utu;1;12;13;;;;;0;;NULL
4068;kurondera;ku;rondera;rondereye;reye;;0;NULL;NULL;;;;;0;;NULL
4069;kurondereka;ku;rondereka;ronderetse;tse;;0;NULL;NULL;;;;;0;;NULL
4070;kuronderera;ku;ronderera;rondereye;ye;;0;NULL;NULL;;;;;0;;NULL
4071;kuronderwa;ku;ronderwa;rondewe;we;;0;NULL;NULL;;;;;0;;NULL
4072;kurondeza;ku;rondeza;rondeje;je;;0;NULL;NULL;;;;;0;;NULL
4073;kurondoka;ku;rondoka;rondotse;tse;;0;NULL;NULL;;;;;0;;NULL
4074;kurondora;ku;rondora;rondoye;ye;;0;NULL;NULL;;;;;0;;NULL
4075;kurondoza;ku;rondoza;rondoje;je;;0;NULL;NULL;;;;;0;;NULL
4076;kuronga;ku;ronga;ronze;nze;;0;NULL;NULL;;;;;0;;NULL
4077;ikironge;iki;ronge;;;ibi;1;7;8;;;;;0;;NULL
4078;kurongera;ku;rongera;rongeye;ye;;0;NULL;NULL;;;;;0;;NULL
4079;umurongo;umu;rongo;;;imi;1;3;4;;;;;0;;NULL
4080;uburongo;ubu;rongo;;;;1;14;NULL;;;;;1;;NULL
4081;kurongora;ku;rongora;rongoye;ye;;0;NULL;NULL;;;;;0;;NULL
4082;kurongora;ku;rongora;rongoye;ye;;0;NULL;NULL;;;;;0;;NULL
4083;kurongorana;ku;rongorana;rongoranye;nye;;0;NULL;NULL;;;;;0;;NULL
4084;kurongorora;ku;rongorora;rongoroye;ye;;0;NULL;NULL;;;;;0;;NULL
4085;kurongorwa;ku;rongorwa;rongowe;we;;0;NULL;NULL;;;;;0;;NULL
4086;kurongorwa;ku;rongorwa;rongowe;we;;0;NULL;NULL;;;;;0;;NULL
4087;umurongozi;umu;rongozi;;;aba;1;1;2;;;;;0;;NULL
4088;kurongwa;ku;rongwa;ronzwe;nzwe;;0;NULL;NULL;;;;;0;;NULL
4089;kuronka;ku;ronka;ronse;nse;;0;NULL;NULL;;;;;0;;NULL
4090;kuronkera;ku;ronkera;ronkeye;ye;;0;NULL;NULL;;;;;0;;NULL
4091;amaronko;ama;ronko;;;;1;NULL;6;;;;;0;;NULL
4092;kuronkwa;ku;ronkwa;ronswe;nswe;;0;NULL;NULL;;;;;0;;NULL
4093;kuronsa;ku;ronsa;ronkeje;keje;;0;NULL;NULL;;;;;0;;NULL
4094;kurora;ku;rora;roye;ye;;0;NULL;NULL;;;;;0;;NULL
4095;kurorana;ku;rorana;roranye;nye;;0;NULL;NULL;;;;;0;;NULL
4096;kuroraniriza;ku;roraniriza;roranirije;je;;0;NULL;NULL;;;;;0;;NULL
4097;kuroranirwa;ku;roranirwa;roraniwe;niwe;;0;NULL;NULL;;;;;0;;NULL
4098;kuroranya;ku;roranya;roranije;nije;;0;NULL;NULL;;;;;0;;NULL
4099;irore;i;rore;;;ama;1;5;6;;;;;0;;NULL
4100;kuroreka;ku;roreka;roretse;tse;;0;NULL;NULL;;;;;0;;NULL
4101;kurorera;ku;rorera;rorereye;reye;;0;NULL;NULL;;;;;0;;NULL
4102;kurorera;ku;rorera;roreye;ye;;0;NULL;NULL;;;;;0;;NULL
4103;kurorerana;ku;rorerana;roreranye;nye;;0;NULL;NULL;;;;;0;;NULL
4104;kurorerera;ku;rorerera;rorereye;ye;;0;NULL;NULL;;;;;0;;NULL
4105;kurorereza;ku;rorereza;rorereje;je;;0;NULL;NULL;;;;;0;;NULL
4106;ibirorero;ibi;rorero;;;;1;NULL;8;;;;;0;;NULL
4107;ibirorero;ibi;rorero;;;;1;NULL;8;;;;;0;;NULL
4108;akarorero;aka;rorero;;;utu;1;12;13;akarolero;aka;;;0;;NULL
4109;kurorerwa;ku;rorerwa;rorewe;we;;0;NULL;NULL;;;;;0;;NULL
4110;kurorerwa;ku;rorerwa;rorerewe;rewe;;0;NULL;NULL;;;;;0;;NULL
4111;ikirori;iki;rori;;;ibi;1;7;8;;;;;0;;NULL
4112;kurorwa;ku;rorwa;rowe;we;;0;NULL;NULL;;;;;0;;NULL
4113;kurota;ku;rota;rose;se;;0;NULL;NULL;;;;;0;;NULL
4114;kurotora;ku;rotora;rotoye;ye;;0;NULL;NULL;;;;;0;;NULL
4115;kurotsa;ku;rotsa;rokeje;keje;;0;NULL;NULL;;;;;0;;NULL
4116;umurovyi;umu;rovyi;;;aba;1;1;2;;;;;0;;NULL
4117;umurozi;umu;rozi;;;aba;1;1;2;;;;;0;;NULL
4118;uburozi;ubu;rozi;;;;1;14;NULL;;;;;1;;NULL
4119;gurtya;;gurtya;;;;2;NULL;NULL;;;;;0;;NULL
4120;irtyazo;i;rtyazo;;;ama;1;5;6;;;;;0;;NULL
4121;kurtyekeza;ku;rtyekeza;rtyekeje;je;;0;NULL;NULL;;;;;0;;NULL
4122;irugu;i;rugu;;;ama;1;5;6;;;;;0;;NULL
4124;kuruha;ku;ruha;rushe;she;;0;NULL;NULL;;;;;0;;NULL
4125;uburuhe;ubu;ruhe;;;;1;14;NULL;;;;;1;;NULL
4126;kuruhira;ku;ruhira;ruhiye;ye;;0;NULL;NULL;;;;;0;;NULL
4127;kuruhisha;ku;ruhisha;ruhishije;shije;;0;NULL;NULL;;;;;0;;NULL
4128;Ruhuhuma;;Ruhuhuma;;;;1;11;NULL;;;;;0;;NULL
4129;kuruhuka;ku;ruhuka;ruhutse;tse;;0;NULL;NULL;;;;;0;;NULL
4130;uburuhukiro;ubu;ruhukiro;;;;1;14;NULL;;;;;1;;NULL
4131;ikiruhuko;iki;ruhuko;;;ibi;1;7;8;;;;;0;;NULL
4132;kuruhura;ku;ruhura;ruhuye;ye;;0;NULL;NULL;;;;;0;;NULL
4133;kuruhurira;ku;ruhurira;ruhuriye;ye;;0;NULL;NULL;;;;;0;;NULL
4134;kuruka;ku;ruka;rutse;tse;;0;NULL;NULL;;;;;0;;NULL
4135;kurukisha;ku;rukisha;rukishije;shije;;0;NULL;NULL;;;;;0;;NULL
4136;kurumanya;ku;rumanya;rumanije;nije;;0;NULL;NULL;;;;;0;;NULL
4137;kurumba;ku;rumba;rumvye;mvye;;0;NULL;NULL;;;;;0;;NULL
4138;ikirumbirane;iki;rumbirane;;;ibi;1;7;8;;;;;0;;NULL
4139;murumuna;mu;rumuna;;;ba;1;1;2;;;;;0;;NULL
4140;kurumura;ku;rumura;rumuye;ye;;0;NULL;NULL;;;;;0;;NULL
4141;kurumya;ku;rumya;rumye;mye;;0;NULL;NULL;;;;;0;;NULL
4142;kurunda;ku;runda;runze;nze;;0;NULL;NULL;;;;;0;;NULL
4143;kurundana;ku;rundana;rundanye;nye;;0;NULL;NULL;;;;;0;;NULL
4144;kurundarunda;ku;rundarunda;rundarunze;nze;;0;NULL;NULL;;;;;0;;NULL
4145;umurundi;umu;rundi;;;aba;1;1;2;;;;;0;;NULL
4146;Uburundi;Ubu;rundi;;;;1;14;NULL;;;;;1;;NULL
4147;ikirundi;iki;rundi;;;;1;7;NULL;;;;;0;;NULL
4148;ikirundo;iki;rundo;;;ibi;1;7;8;;;;;0;;NULL
4149;kurunga;ku;runga;runze;nze;;0;NULL;NULL;;;;;0;;NULL
4150;ikirunga;iki;runga;;;ibi;1;7;8;;;;;0;;NULL
4151;kurungika;ku;rungika;rungitse;tse;;0;NULL;NULL;;;;;0;;NULL
4152;kurungikana;ku;rungikana;rungikanye;nye;;0;NULL;NULL;;;;;0;;NULL
4153;kurungikira;ku;rungikira;rungikiye;ye;;0;NULL;NULL;;;;;0;;NULL
4154;kurungikisha;ku;rungikisha;rungikishije;shije;;0;NULL;NULL;;;;;0;;NULL
4155;ikirungu;iki;rungu;;;ibi;1;7;8;;;;;0;;NULL
4156;irungu;i;rungu;;;ama;1;5;6;;;;;0;;NULL
4157;kurunguriza;ku;runguriza;rungurije;je;;0;NULL;NULL;;;;;0;;NULL
4158;kurunguruka;ku;runguruka;rungurutse;tse;;0;NULL;NULL;;;;;0;;NULL
4159;kurura;ku;rura;ruze;ze;;0;NULL;NULL;;;;;0;;NULL
4160;rurabwe;;rurabwe;;;;6;NULL;NULL;rurabge;;rurabge;;0;;NULL
4161;umururazi;umu;rurazi;;;imi;1;3;4;;;;;0;;NULL
4162;Rurema;;Rurema;;;;1;1;2;;;;;0;;NULL
4163;kururirwa;ku;rurirwa;ruriwe;we;;0;NULL;NULL;;;;;0;;NULL
4164;kururisha;ku;rurisha;rurishije;shije;;0;NULL;NULL;;;;;0;;NULL
4165;amaruru;ama;ruru;;;;1;NULL;6;;;;;0;;NULL
4166;kururumba;ku;rurumba;rurumvye;mvye;;0;NULL;NULL;;;;;0;;NULL
4167;umururumbo;umu;rurumbo;;;imi;1;3;4;;;;;0;;NULL
4168;Rusama;;Rusama;;;;1;11;NULL;ukwa gatanu;;;;0;;NULL
4169;kurusha;ku;rusha;rushije;shije;;0;NULL;NULL;;;;;0;;NULL
4170;kurushanya;ku;rushanya;rushanije;nije;;0;NULL;NULL;;;;;0;;NULL
4171;kurushiriza;ku;rushiriza;rushirije;je;;0;NULL;NULL;;;;;0;;NULL
4172;umurushwa;umu;rushwa;;;aba;1;1;2;;;;;0;;NULL
4173;amarushwa;ama;rushwa;;;;1;NULL;6;;;;;2;;NULL
4174;kuruta;ku;ruta;rushe;she;;0;NULL;NULL;;;;;0;;NULL
4175;kurutanya;ku;rutanya;rutanije;nije;;0;NULL;NULL;;;;;0;;NULL
4176;kurutisha;ku;rutisha;rutishije;shije;;0;NULL;NULL;;;;;0;;NULL
4177;barutungaboro;ba;rutungaboro;;;;1;1;2;;;;;0;;NULL
4178;kurutwa;ku;rutwa;ruswe;swe;;0;NULL;NULL;;;;;0;;NULL
4179;umurwa;umu;rwa;;;imi;1;3;4;;;;;0;;NULL
4180;kurwana;ku;rwana;rwanye;nye;;0;NULL;NULL;;;;;0;;NULL
4181;rwana;rw;ana;;;;6;NULL;NULL;;;;;0;;NULL
4182;kurwanira;ku;rwanira;rwaniye;ye;;0;NULL;NULL;kugwanira;;gwanira;gwaniye;0;;NULL
4183;kurwanisha;ku;rwanisha;rwanishije;shije;;0;NULL;NULL;;;;;0;;NULL
4184;umurwanizi;umu;rwanizi;;;aba;1;1;2;;;;;0;;NULL
4185;kurwanya;ku;rwanya;rwanije;nije;;0;NULL;NULL;kugwanya;ku;gwanya;gwanije;0;;NULL
4186;kurwara;ku;rwara;rwaye;ye;;0;NULL;NULL;kugwara;;gwara;ye;0;;NULL
4187;kurwaragurika;ku;rwaragurika;rwaraguritse;tse;;0;NULL;NULL;;;;;0;;NULL
4188;kurwarira;ku;rwarira;rwariye;ye;;0;NULL;NULL;;;;;0;;NULL
4189;umurwayi;umu;rwayi;;;aba;1;1;2;;;;;0;;NULL
4190;kurwaza;ku;rwaza;rwaje;je;;0;NULL;NULL;kugwaza;;gwaza;;0;;NULL
4191;kurwazwa;ku;rwazwa;rwaje;je;;0;NULL;NULL;;;;;0;;NULL
4192;amarwi;ama;rwi;;;;1;NULL;6;;;;;0;;NULL
4193;akarwi;aka;rwi;;;utu;1;12;13;;;;;0;;NULL
4194;Rwirabura;;Rwirabura;;;;1;11;NULL;;;;;0;;NULL
4195;rwose;rw;ose;;;;2;NULL;NULL;;;;;0;;NULL
4196;kurya;ku;rya;riye;riye;;0;NULL;NULL;;;;;0;;NULL
4197;kuryagumba;ku;ryagumba;ryagumvye;mvye;;0;NULL;NULL;;;;;0;;NULL
4198;kuryama;ku;ryama;ryamye;mye;;0;NULL;NULL;;;;;0;;NULL
4199;amaryama;ama;ryāma;;;;1;NULL;6;;;;;0;;NULL
4200;kuryamana;ku;ryamana;ryamanye;nye;;0;NULL;NULL;;;;;0;;NULL
4201;kuryamika;ku;ryamika;ryamitse;tse;;0;NULL;NULL;;;;;0;;NULL
4202;kuryamikwa;ku;ryamikwa;ryamitswe;tswe;;0;NULL;NULL;;;;;0;;NULL
4203;kuryamira;ku;ryamira;ryamiye;ye;;0;NULL;NULL;;;;;0;;NULL
4204;kuryana;ku;ryana;ryanye;nye;;0;NULL;NULL;;;;;0;;NULL
4205;umuryango;umu;ryango;;;imi;1;3;4;;;;;0;;NULL
4206;Ryangombe;;Ryangombe;;;;1;NULL;NULL;;;;;0;;NULL
4207;ryari;;ryari;;;;6;NULL;NULL;;;;;0;;NULL
4208;kuryarukana;ku;ryarukana;ryarukanye;nye;;0;NULL;NULL;;;;;0;;NULL
4209;uburyarya;ubu;ryarya;;;;1;14;NULL;;;;;1;;NULL
4210;iryinyo;iry;inyo;;;;1;5;6;;;;;0;amenyo;NULL
4211;uburyo;ubu;ryo;;;;1;14;NULL;;;;;1;;NULL
4212;kuryoha;ku;ryoha;ryoshe;she;;0;NULL;NULL;;;;;0;;NULL
4213;uburyohe;ubu;ryohe;;;;1;14;NULL;;;;;1;;NULL
4214;kuryohera;ku;ryohera;ryoheye;ye;;0;NULL;NULL;;;;;0;;NULL
4215;kuryoherereza;ku;ryoherereza;ryoherereje;je;;0;NULL;NULL;;;;;0;;NULL
4216;kuryoherwa;ku;ryoherwa;ryohewe;we;;0;NULL;NULL;;;;;0;;NULL
4217;kuryosha;ku;ryosha;ryoheje;heje;;0;NULL;NULL;;;;;0;;NULL
4219;-sa;-;sa;;;;2;NULL;NULL;;;;;0;;NULL
4220;gusa;;gusa;;;;6;NULL;NULL;;;;;0;;NULL
4221;ubusa;ubu;sa;;;;1;14;NULL;;;;;1;;NULL
4222;gusaba;gu;saba;savye;vye;;0;NULL;NULL;;;;;0;;NULL
4223;gusaba;gu;saba;savye;vye;;0;NULL;NULL;;;;;0;;NULL
4224;gusabagira;gu;sabagira;sabagiye;ye;;0;NULL;NULL;;;;;0;;NULL
4225;gusabagira;gu;sabagira;sabagiye;ye;;0;NULL;NULL;;;;;0;;NULL
4226;gusabagiza;gu;sabagiza;sabagije;je;;0;NULL;NULL;;;;;0;;NULL
4227;gusabana;gu;sabana;sabanye;nye;;0;NULL;NULL;;;;;0;;NULL
4228;isabato;i;sabato;;;ama;1;5;6;;;;;0;;NULL
4229;gusabwa;gu;sabwa;sabwe;bwe;;0;NULL;NULL;gusabga;;sabga;bge;0;;NULL
4230;gusabira;gu;sabira;sabiye;ye;;0;NULL;NULL;;;;;0;;NULL
4231;gusabira;gu;sabira;sabiye;ye;;0;NULL;NULL;;;;;0;;NULL
4232;gusabirana;gu;sabirana;sabiranye;nye;;0;NULL;NULL;;;;;0;;NULL
4233;gusabiriza;gu;sabiriza;sabirije;je;;0;NULL;NULL;;;;;0;;NULL
4234;gusabirwa;gu;sabirwa;sabiwe;we;;0;NULL;NULL;;;;;0;;NULL
4235;umusabisabi;umu;sabisabi;;;aba;1;1;2;;;;;0;;NULL
4236;umusabisabi;umu;sabisabi;;;aba;1;1;2;;;;;0;;NULL
4237;gusabisha;gu;sabisha;sabishije;shije;;0;NULL;NULL;;;;;0;;NULL
4238;igisabisho;igi;sabisho;;;ibi;1;7;8;;;;;0;;NULL
4239;isabuni;i;sabuni;;;ama;1;5;6;;;;;0;;sw
4240;sabwe;;sabwe;;;;8;NULL;NULL;sabge;;sabge!;;0;;NULL
4241;gusaduka;gu;saduka;sadutse;tse;;0;NULL;NULL;;;;;0;;NULL
4242;igisafu;igi;safu;;;ibi;1;7;8;;;;;0;;NULL
4243;gusaga;gu;saga;saze;ze;;0;NULL;NULL;;;;;0;;NULL
4244;igisaga;igi;saga;;;ibi;1;7;8;;;;;0;;NULL
4246;gusagaba;gu;sagaba;sagavye;vye;;0;NULL;NULL;;;;;0;;NULL
4247;gusagara;gu;sagara;sagaye;ye;;0;NULL;NULL;;;;;0;;NULL
4248;igisagara;igi;sagara;;;ibi;1;7;8;;;;;0;;NULL
4249;gusagarara;gu;sagarara;sagaraye;ye;;0;NULL;NULL;;;;;0;;NULL
4250;gusagaza;gu;sagaza;sagaje;je;;0;NULL;NULL;;;;;0;;NULL
4251;isage;i;sage;;;ama;1;5;6;;;;;0;;NULL
4252;ubusage;ubu;sage;;;;1;14;NULL;;;;;1;;NULL
4253;urusago;uru;sago;;;in;1;11;10;;;;;0;;NULL
4254;gusaguka;gu;saguka;sagutse;tse;;0;NULL;NULL;;;;;0;;NULL
4255;ubusagwe;ubu;sagwe;;;ama;1;14;6;;;;;0;;NULL
4256;isaha;i;saha;;;ama;1;9;6;;;;;0;;NULL
4257;gusahagura;gu;sahagura;sahaguye;ye;;0;NULL;NULL;;;;;0;;NULL
4258;isahane;i;sahane;;;ama;1;9;6;isahani;i;;;0;;sw
4259;gusahiriza;gu;sahiriza;sahirije;je;;0;NULL;NULL;;;;;0;;NULL
4260;isaho;i;saho;;;ama;1;9;6;;;;;0;;NULL
4261;isahu;i;sahu;;;ama;1;5;6;;;;;0;;NULL
4262;gusahura;gu;sahura;sahuye;ye;;0;NULL;NULL;;;;;0;;NULL
4263;ubusahuzi;ubu;sahuzi;;;;1;14;NULL;;;;;0;;NULL
4264;umusaka;umu;saka;;;imi;1;3;4;;;;;0;;NULL
4265;igisaka;igi;saka;;;ibi;1;7;8;;;;;0;;NULL
4266;amasaka;ama;sāka;;;;1;NULL;6;;;;;0;;NULL
4267;urusakanwa;uru;sakanwa;;;in;1;11;10;;;;;0;;NULL
4268;umusakanyika;umu;sakanyika;;;imi;1;3;4;;;;;0;;NULL
4269;gusakara;gu;sakara;sakaye;ye;;0;NULL;NULL;;;;;0;;NULL
4270;gusakarira;gu;sakarira;sakariye;ye;;0;NULL;NULL;;;;;0;;NULL
4271;gusakarwa;gu;sakarwa;sakawe;we;;0;NULL;NULL;;;;;0;;NULL
4272;gusakaza;gu;sakaza;sakaje;je;;0;NULL;NULL;;;;;0;;NULL
4273;isake;i;sake;;;ama;1;5;6;;;;;0;;NULL
4274;urusaku;uru;saku;;;in;1;11;10;;;;;0;;NULL
4275;urusakusaku;uru;sakusaku;;;in;1;11;10;;;;;0;;NULL
4276;gusakuza;gu;sakuza;sakuje;je;;0;NULL;NULL;;;;;0;;NULL
4277;gusama;gu;sama;samye;mye;;0;NULL;NULL;;;;;0;;NULL
4278;gusama;gu;sama;samye;mye;;0;NULL;NULL;;;;;0;;NULL
4279;agasama;aga;sāma;;;;1;12;NULL;;;;;1;;NULL
4280;gusamara;gu;samara;samaye;ye;;0;NULL;NULL;;;;;0;;NULL
4281;gusamaza;gu;samāza;samāje;je;;0;NULL;NULL;;;;;0;;NULL
4282;gusamba;gu;samba;samvye;mvye;;0;NULL;NULL;;;;;0;;NULL
4283;igisamba;igi;sāmba;;;ibi;1;7;8;;;;;0;;NULL
4284;amasambambwika;ama;sambambwika;;;;1;NULL;6;amasambambgika;ama;sambambgika;;0;;NULL
4285;gusambana;gu;sāmbana;sāmbanye;nye;;0;NULL;NULL;;;;;0;;NULL
4286;umusambanyi;umu;sambanyi;;;aba;1;1;2;;;;;0;;NULL
4287;ubusambanyi;ubu;sambanyi;;;;1;14;NULL;;;;;1;;NULL
4288;isambwe;i;sambwe;;;ama;1;5;6;isambge;i;sambge;;0;;NULL
4289;umusambi;umu;sambi;;;imi;1;3;4;;;;;0;;NULL
4290;gusambuka;gu;sambuka;sambutse;tse;;0;NULL;NULL;;;;;0;;NULL
4291;gusambura;gu;sambura;sambuye;ye;;0;NULL;NULL;;;;;0;;NULL
4292;gusamburwa;gu;samburwa;sambuwe;we;;0;NULL;NULL;;;;;0;;NULL
4293;gusambuza;gu;sambuza;sambuje;je;;0;NULL;NULL;;;;;0;;NULL
4294;igisamunyu;igi;samunyu;;;ibi;1;7;8;;;;;0;;NULL
4296;gusana;gu;sana;sanye;nye;;0;NULL;NULL;;;;;0;;NULL
4297;gusanasana;gu;sanasana;sanasanye;nye;;0;NULL;NULL;;;;;0;;NULL
4298;igisandasanda;igi;sandasanda;;;ibi;1;7;8;;;;;0;;NULL
4299;isandugu;i;sandugu;;;ama;1;9;6;;;;;0;;NULL
4300;gusanga;gu;sanga;sanze;nze;;0;NULL;NULL;;;;;0;;NULL
4301;gusangangura;gu;sangangura;sanganguye;ye;;0;NULL;NULL;;;;;0;;NULL
4302;gusanganira;gu;sanganira;sanganiye;ye;;0;NULL;NULL;;;;;0;;NULL
4303;gusanganirwa;gu;sanganirwa;sanganiwe;we;;0;NULL;NULL;;;;;0;;NULL
